Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Randomise questionnaire elements?;IH1rev1;IH1rev1-quantised;IH2rev1;IH2rev1-quantised;IH3rev1;IH3rev1-quantised;IH4rev1;IH4rev1-quantised;IH5rev1;IH5rev1-quantised;IH6norm2;IH6norm2-quantised;IH7norm2;IH7norm2-quantised;IH8norm2;IH8norm2-quantised;IH9norm2;IH9norm2-quantised;IH10norm2;IH10norm2-quantised;IH11norm3;IH11norm3-quantised;IH12norm3;IH12norm3-quantised;IH13norm3;IH13norm3-quantised;IH14norm3;IH14norm3-quantised;IH15norm3;IH15norm3-quantised;IH16norm3;IH16norm3-quantised;IH17rev4;IH17rev4-quantised;IH18rev4;IH18rev4-quantised;IH19rev4;IH19rev4-quantised;IH20rev4;IH20rev4-quantised;IH21rev4;IH21rev4-quantised;IH22rev4;IH22rev4-quantised;END QUESTIONNAIRE
1;1644697064882;12/02/2022 20:17:44;1644697065234;2;12/02/2022 22:17:45;55551;25;questionnaire-oyla;;19402843;BLIND;5758326;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 97.0;1184x666;1184x570;Openminded Chunk;Intellectual Humility Scale (Finnish);7;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;3;3;2;2;2;2;3;3;4;4;3;3;4;4;4;4;3;3;4;4;4;4;5;5;5;5;3;3;3;3;3;3;4;4;2;2;2;2;1;1;3;3;135687
1;1644712746823;13/02/2022 00:39:06;1644712746603;2;13/02/2022 02:39:06;55551;25;questionnaire-oyla;;19404493;BLIND;5758833;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 97.0.4692.99;1440x900;1440x821;Reasoning Chunk;Intellectual Humility Scale (Finnish);7;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;;No;5;5;4;4;4;4;5;5;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;5;5;4;4;4;4;3;3;2;2;2;2;2;2;1;1;2;2;220997
1;1644859161526;14/02/2022 17:19:21;1644859161431;2;14/02/2022 19:19:21;55551;25;questionnaire-oyla;;19437262;BLIND;5767733;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Chrome 97.0.4692.99;1440x900;1292x731;Openminded Chunk;Intellectual Humility Scale (Finnish);7;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;1;1;3;3;4;4;2;2;3;3;5;5;4;4;4;4;5;5;4;4;5;5;5;5;5;5;4;4;4;4;4;4;3;3;3;3;2;2;4;4;2;2;3;3;119573
1;1644929266101;15/02/2022 12:47:46;1644929265957;2;15/02/2022 14:47:45;55551;25;questionnaire-oyla;;19458023;BLIND;5774889;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.82;1920x1080;1920x937;Openminded Chunk;Intellectual Humility Scale (Finnish);7;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;4;4;2;2;4;4;2;2;5;5;4;4;5;5;5;5;4;4;5;5;3;3;3;3;5;5;3;3;4;4;2;2;3;3;3;3;3;3;2;2;4;4;133889
1;1645045436697;16/02/2022 21:03:56;1645045436187;2;16/02/2022 23:03:56;55551;25;questionnaire-oyla;;19514381;BLIND;5791357;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.82;1280x720;1280x569;Openminded Chunk;Intellectual Humility Scale (Finnish);7;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;2;2;2;2;2;2;2;2;4;4;3;3;4;4;4;4;2;2;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;2;2;2;2;3;3;239689
1;1645114677746;17/02/2022 16:17:57;1645114677357;2;17/02/2022 18:17:57;55551;25;questionnaire-oyla;;19542063;BLIND;5798816;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.102;1680x1050;1680x939;Openminded Chunk;Intellectual Humility Scale (Finnish);7;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;2;2;2;2;2;2;2;2;4;4;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;3;3;4;4;3;3;2;2;2;2;4;4;2;2;3;3;132046
1;1645173187094;18/02/2022 08:33:07;1645173187001;2;18/02/2022 10:33:07;55551;25;questionnaire-oyla;;19561072;BLIND;5805972;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.82;1536x864;1536x722;Openminded Chunk;Intellectual Humility Scale (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;3;3;2;2;2;2;2;2;3;3;3;3;4;4;3;3;3;3;2;2;2;2;3;3;3;3;3;3;2;2;3;3;3;3;4;4;4;4;3;3;4;4;136212
1;1645188196759;18/02/2022 12:43:16;1645188195611;2;18/02/2022 14:43:15;55551;25;questionnaire-oyla;;19567645;BLIND;5808176;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.102;1536x864;1536x722;Reasoning Chunk;Intellectual Humility Scale (Finnish);7;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;;No;3;3;2;2;2;2;2;2;1;1;4;4;4;4;5;5;4;4;4;4;3;3;4;4;3;3;4;4;3;3;4;4;4;4;4;4;3;3;3;3;2;2;3;3;157060
1;1645249675735;19/02/2022 05:47:55;1645249674810;2;19/02/2022 07:47:54;55551;25;questionnaire-oyla;;19595551;BLIND;5818084;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 98.0.1108.56;1366x768;1366x617;Openminded Chunk;Intellectual Humility Scale (Finnish);7;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;3;3;2;2;4;4;4;4;5;5;4;4;4;4;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;2;2;4;4;2;2;2;2;2;2;158205
1;1645276677908;19/02/2022 13:17:57;1645276678778;2;19/02/2022 15:17:58;55551;25;questionnaire-oyla;;19600195;BLIND;5819125;;live;;;computer;Desktop or Laptop;Windows 10;Edge 98.0.1108.56;1600x900;1280x606;Decision Chunk;Intellectual Humility Scale (Finnish);7;DECFBGAHNIMJLK;Decision Chunk;;;;No;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;112276
1;1645344659630;20/02/2022 08:10:59;1645344661194;2;20/02/2022 10:11:01;55551;25;questionnaire-oyla;;19613015;BLIND;5822974;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.102;1536x864;1536x722;Decision Chunk;Intellectual Humility Scale (Finnish);7;EFDGCHBIAJNKML;Decision Chunk;;;;No;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;3;3;3;3;4;4;3;3;2;2;2;2;3;3;2;2;3;3;140136
1;1645434007199;21/02/2022 09:00:07;1645434007026;2;21/02/2022 11:00:07;55551;25;questionnaire-oyla;;19633236;BLIND;5828423;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.102;1920x1080;1569x849;Reasoning Chunk;Intellectual Humility Scale (Finnish);7;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;;No;1;1;3;3;3;3;2;2;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;5;5;2;2;1;1;2;2;89626
1;1645497028456;22/02/2022 02:30:28;1645497028201;2;22/02/2022 04:30:28;55551;25;questionnaire-oyla;;19668598;BLIND;5842153;;complete;;;computer;Desktop or Laptop;Windows 8.1;Edge 98.0.1108.43;1920x1200;777x481;Openminded Chunk;Intellectual Humility Scale (Finnish);7;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;2;2;1;1;1;1;1;1;4;4;4;4;4;4;4;4;3;3;5;5;5;5;5;5;5;5;4;4;5;5;2;2;2;2;3;3;3;3;3;3;3;3;202498
1;1645526676205;22/02/2022 10:44:36;1645526676043;2;22/02/2022 12:44:36;55551;25;questionnaire-oyla;;19674322;BLIND;5844536;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1920x1080;1292x823;Science Chunk;Intellectual Humility Scale (Finnish);7;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;;;No;1;1;2;2;1;1;1;1;1;1;4;4;4;4;3;3;4;4;3;3;4;4;3;3;4;4;4;4;3;3;3;3;3;3;3;3;2;2;2;2;3;3;3;3;172523
1;1645532568155;22/02/2022 12:22:48;1645532567242;2;22/02/2022 14:22:47;55551;25;questionnaire-oyla;;19677405;BLIND;5845513;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 98.0.1108.56;1280x720;1280x578;Openminded Chunk;Intellectual Humility Scale (Finnish);7;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;4;4;4;4;4;4;2;2;5;5;4;4;5;5;5;5;5;5;3;3;4;4;4;4;4;4;2;2;5;5;3;3;2;2;4;4;1;1;1;1;4;4;233480
1;1645549807410;22/02/2022 17:10:07;1645549807207;2;22/02/2022 19:10:07;55551;25;questionnaire-oyla;;19691464;BLIND;5849414;;complete;;;computer;Desktop or Laptop;Windows 8.1;Chrome 97.0.4692.99;1366x768;1227x582;Openminded Chunk;Intellectual Humility Scale (Finnish);7;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;3;3;3;3;3;3;2;2;4;4;4;4;3;3;3;3;4;4;4;4;2;2;4;4;3;3;4;4;3;3;3;3;2;2;2;2;3;3;1;1;3;3;273114
1;1645692816526;24/02/2022 08:53:36;1645692816427;2;24/02/2022 10:53:36;55551;25;questionnaire-oyla;;19752984;BLIND;5867681;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Chrome 98.0.4758.80;1920x1080;1561x945;Openminded Chunk;Intellectual Humility Scale (Finnish);7;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;4;3;3;4;4;5;5;4;4;5;5;5;5;4;4;3;3;4;4;2;2;3;3;2;2;2;2;3;3;160055
1;1645786125227;25/02/2022 10:48:45;1645786124907;2;25/02/2022 12:48:44;55551;25;questionnaire-oyla;;19809987;BLIND;5879081;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 98.0.4758.102;2560x1440;2560x1220;Openminded Chunk;Intellectual Humility Scale (Finnish);7;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;2;2;1;1;3;3;2;2;5;5;5;5;5;5;5;5;5;5;4;4;5;5;5;5;5;5;5;5;4;4;2;2;1;1;3;3;3;3;1;1;2;2;136215
1;1645822005581;25/02/2022 20:46:45;1645822006010;2;25/02/2022 22:46:46;55551;25;questionnaire-oyla;;19848100;BLIND;5885149;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.102;1280x720;1280x609;Openminded Chunk;Intellectual Humility Scale (Finnish);7;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;4;4;4;4;3;3;2;2;5;5;5;5;5;5;4;4;4;4;5;5;4;4;5;5;5;5;4;4;5;5;3;3;4;4;3;3;2;2;2;2;2;2;131202
1;1645960633937;27/02/2022 11:17:13;1645960996626;2;27/02/2022 13:23:16;55551;25;questionnaire-oyla;;19872557;BLIND;5891043;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.102;1920x1080;1382x773;Openminded Chunk;Intellectual Humility Scale (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;2;2;2;2;2;2;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;2;2;2;2;2;2;3;3;125276
1;1645995562076;27/02/2022 20:59:22;1645995561285;2;27/02/2022 22:59:21;55551;25;questionnaire-oyla;;19880646;BLIND;5893310;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 98.0.1108.56;1536x864;1536x754;Openminded Chunk;Intellectual Humility Scale (Finnish);7;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;3;3;3;3;4;4;2;2;5;5;4;4;5;5;5;5;3;3;5;5;5;5;5;5;4;4;3;3;4;4;4;4;4;4;5;5;4;4;2;2;2;2;115970
1;1646050534496;28/02/2022 12:15:34;1646050534400;2;28/02/2022 14:15:34;55551;25;questionnaire-oyla;;19892443;BLIND;5896498;;complete;;;computer;Desktop or Laptop;Mac OS 10.10.5;Chrome 87.0.4280.88;1440x900;1371x797;Openminded Chunk;Intellectual Humility Scale (Finnish);7;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;4;4;4;4;4;4;4;4;5;5;4;4;5;5;5;5;5;5;4;4;4;4;4;4;4;4;3;3;4;4;1;1;1;1;1;1;1;1;1;1;1;1;196415
END OF FILE
