Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Randomise questionnaire elements?;hr-1;hr-1-text;hr-1-quantised;hr-2;hr-2-text;hr-2-quantised;hr-3-1;hr-3-2;hr-3-3;hr-4;hr-4-text;hr-4-quantised;hr-5;hr-5-text;hr-5-quantised;hr-6;hr-6-text;hr-6-quantised;END QUESTIONNAIRE
1;1637865139706;25/11/2021 18:32:19;1637865139452;2;25/11/2021 20:32:19;55551;22;questionnaire-79hv;;17487704;BLIND;5156990;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 94.0;1280x720;1280x577;Openminded Chunk;Heuristic reasoning (Finnish);3;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kumpikin on yhtä todennäköistä;;3;Kummatkin sarjat ovat yhtä todennäköisiä;;3;Herra F. sai sydänkohtauksen;Herra F. on yli 55-vuotias ja on saanut sydänkohtauksen;Herra F.:llä on suuri perhe;Kumpikin on yhtä tehokas;;3;Huomenna luultavasti sataa;;1;Kumpikin on yhtä todennäköistä;;3;672581
1;1637664575902;23/11/2021 10:49:35;1637664575663;2;23/11/2021 12:49:35;55551;22;questionnaire-79hv;;17400194;BLIND;5133586;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1280x800;1280x712;Openminded Chunk;Heuristic reasoning (Finnish);3;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kumpikin on yhtä todennäköistä;;3;Kummatkin sarjat ovat yhtä todennäköisiä;;3;Herra F. sai sydänkohtauksen;Herra F. on yli 55-vuotias ja on saanut sydänkohtauksen;Herra F.:llä on suuri perhe;Kumpikin on yhtä tehokas;;3;Huomenna luultavasti sataa;;1;Kumpikin on yhtä todennäköistä;;3;307821
1;1637659023495;23/11/2021 09:17:03;1637659023394;2;23/11/2021 11:17:03;55551;22;questionnaire-79hv;;17396244;BLIND;5133207;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Chrome 94.0.4606.81;1920x1080;1842x680;Openminded Chunk;Heuristic reasoning (Finnish);3;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kumpikin on yhtä todennäköistä;;3;Kummatkin sarjat ovat yhtä todennäköisiä;;3;Herra F. sai sydänkohtauksen;Herra F. on yli 55-vuotias ja on saanut sydänkohtauksen;Herra F.:llä on suuri perhe;Kognitiivis-behavioraalista terapiaa;;2;Huomenna luultavasti sataa;;1;Kumpikin on yhtä todennäköistä;;3;168663
1;1637653918920;23/11/2021 07:51:58;1637653919160;2;23/11/2021 09:51:59;55551;22;questionnaire-79hv;;17395482;BLIND;5132910;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.69;1280x720;1280x520;Openminded Chunk;Heuristic reasoning (Finnish);3;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kumpikin on yhtä todennäköistä;;3;Kummatkin sarjat ovat yhtä todennäköisiä;;3;Herra F. sai sydänkohtauksen;Herra F. on yli 55-vuotias ja on saanut sydänkohtauksen;Herra F.:llä on suuri perhe;Kumpikin on yhtä tehokas;;3;Huomenna luultavasti sataa;;1;Tyttö;;2;411361
1;1637617962030;22/11/2021 21:52:42;1637617961655;2;22/11/2021 23:52:41;55551;22;questionnaire-79hv;;17390256;BLIND;5130877;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.45;1920x1080;1920x937;Openminded Chunk;Heuristic reasoning (Finnish);3;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kumpikin on yhtä todennäköistä;;3;Kummatkin sarjat ovat yhtä todennäköisiä;;3;Herra F. sai sydänkohtauksen;Herra F. on yli 55-vuotias ja on saanut sydänkohtauksen;Herra F.:llä on suuri perhe;Kognitiivis-behavioraalista terapiaa;;2;Huomenna luultavasti sataa;;1;Tyttö;;2;234969
1;1637594382698;22/11/2021 15:19:42;1637594383055;2;22/11/2021 17:19:43;55551;22;questionnaire-79hv;;17377197;BLIND;5126869;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.45;1536x864;1536x722;Openminded Chunk;Heuristic reasoning (Finnish);3;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kumpikin on yhtä todennäköistä;;3;Kummatkin sarjat ovat yhtä todennäköisiä;;3;Herra F. sai sydänkohtauksen;Herra F. on yli 55-vuotias ja on saanut sydänkohtauksen;Herra F.:llä on suuri perhe;Kognitiivis-behavioraalista terapiaa;;2;Huomenna luultavasti sataa;;1;Tyttö;;2;162840
1;1637500645938;21/11/2021 13:17:25;1637500644533;2;21/11/2021 15:17:24;55551;22;questionnaire-79hv;;17351022;BLIND;5120203;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 94.0;1280x720;1280x605;Openminded Chunk;Heuristic reasoning (Finnish);3;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kumpikin on yhtä todennäköistä;;3;Kummatkin sarjat ovat yhtä todennäköisiä;;3;Herra F. on yli 55-vuotias ja on saanut sydänkohtauksen;Herra F. sai sydänkohtauksen;Herra F.:llä on suuri perhe;Kumpikin on yhtä tehokas;;3;Huomenna luultavasti sataa;;1;Tyttö;;2;233436
1;1637430448420;20/11/2021 17:47:28;1637430448284;2;20/11/2021 19:47:28;55551;22;questionnaire-79hv;;17341567;BLIND;5117494;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 96.0.4664.55;2048x1152;1540x838;Reasoning Chunk;Heuristic reasoning (Finnish);3;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;;No;Kumpikin on yhtä todennäköistä;;3;Kummatkin sarjat ovat yhtä todennäköisiä;;3;Herra F. on yli 55-vuotias ja on saanut sydänkohtauksen;Herra F. sai sydänkohtauksen;Herra F.:llä on suuri perhe;Kumpikin on yhtä tehokas;;3;Huomenna luultavasti sataa;;1;Kumpikin on yhtä todennäköistä;;3;661611
1;1637330536958;19/11/2021 14:02:16;1637330536833;2;19/11/2021 16:02:16;55551;22;questionnaire-79hv;;17314391;BLIND;5110749;;complete;;;computer;Desktop or Laptop;Mac OS 10.14.6;Chrome 96.0.4664.45;1440x900;1152x613;Openminded Chunk;Heuristic reasoning (Finnish);3;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kumpikin on yhtä todennäköistä;;3;Kummatkin sarjat ovat yhtä todennäköisiä;;3;Herra F. sai sydänkohtauksen;Herra F. on yli 55-vuotias ja on saanut sydänkohtauksen;Herra F.:llä on suuri perhe;Lääkehoitoa;;1;Huomenna luultavasti sataa;;1;Kumpikin on yhtä todennäköistä;;3;258603
1;1635941968281;03/11/2021 12:19:28;1635941968139;2;03/11/2021 14:19:28;55551;22;questionnaire-79hv;;16851084;BLIND;4986367;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 93.0;1920x1080;1829x967;Openminded Chunk;Heuristic reasoning (Finnish);3;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kumpikin on yhtä todennäköistä;;3;Kummatkin sarjat ovat yhtä todennäköisiä;;3;Herra F. sai sydänkohtauksen;Herra F.:llä on suuri perhe;Herra F. on yli 55-vuotias ja on saanut sydänkohtauksen;Kognitiivis-behavioraalista terapiaa;;2;Huomenna luultavasti sataa;;1;Tyttö;;2;224514
1;1635860465375;02/11/2021 13:41:05;1635860464460;1;02/11/2021 14:41:04;55551;22;questionnaire-79hv;;16830525;BLIND;4978306;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.69;1536x864;1442x712;Openminded Chunk;Heuristic reasoning (Finnish);3;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kumpikin on yhtä todennäköistä;;3;Kummatkin sarjat ovat yhtä todennäköisiä;;3;Herra F. sai sydänkohtauksen;Herra F. on yli 55-vuotias ja on saanut sydänkohtauksen;Herra F.:llä on suuri perhe;Kognitiivis-behavioraalista terapiaa;;2;Huomenna luultavasti sataa;;1;Tyttö;;2;107588
1;1635791189480;01/11/2021 18:26:29;1635791189293;2;01/11/2021 20:26:29;55551;22;questionnaire-79hv;;16814318;BLIND;4973999;;complete;;;computer;Desktop or Laptop;Mac OS 10.15;Firefox 93.0;1440x900;1440x717;Openminded Chunk;Heuristic reasoning (Finnish);3;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kumpikin on yhtä todennäköistä;;3;Kummatkin sarjat ovat yhtä todennäköisiä;;3;Herra F. sai sydänkohtauksen;Herra F. on yli 55-vuotias ja on saanut sydänkohtauksen;Herra F.:llä on suuri perhe;Kognitiivis-behavioraalista terapiaa;;2;Huomenna luultavasti sataa;;1;Tyttö;;2;238582
1;1635530459457;29/10/2021 18:00:59;1635530459135;3;29/10/2021 21:00:59;55551;22;questionnaire-79hv;;16777213;BLIND;4959547;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.54;1536x864;1707x802;Openminded Chunk;Heuristic reasoning (Finnish);3;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kumpikin on yhtä todennäköistä;;3;Kummatkin sarjat ovat yhtä todennäköisiä;;3;Herra F. sai sydänkohtauksen;Herra F. on yli 55-vuotias ja on saanut sydänkohtauksen;Herra F.:llä on suuri perhe;Kognitiivis-behavioraalista terapiaa;;2;Huomenna luultavasti sataa;;1;Tyttö;;2;256785
1;1635504120596;29/10/2021 10:42:00;1635504120701;3;29/10/2021 13:42:00;55551;22;questionnaire-79hv;;16768903;BLIND;4959255;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1280x720;1422x641;Openminded Chunk;Heuristic reasoning (Finnish);3;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kumpikin on yhtä todennäköistä;;3;Kummatkin sarjat ovat yhtä todennäköisiä;;3;Herra F. sai sydänkohtauksen;Herra F. on yli 55-vuotias ja on saanut sydänkohtauksen;Herra F.:llä on suuri perhe;Kognitiivis-behavioraalista terapiaa;;2;Huomenna luultavasti sataa;;1;Kumpikin on yhtä todennäköistä;;3;253979
1;1635356543240;27/10/2021 17:42:23;1635356543450;3;27/10/2021 20:42:23;55551;22;questionnaire-79hv;;16734872;BLIND;4948269;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.54;1280x720;1280x609;Openminded Chunk;Heuristic reasoning (Finnish);3;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kumpikin on yhtä todennäköistä;;3;Kummatkin sarjat ovat yhtä todennäköisiä;;3;Herra F. on yli 55-vuotias ja on saanut sydänkohtauksen;Herra F. sai sydänkohtauksen;Herra F.:llä on suuri perhe;Kognitiivis-behavioraalista terapiaa;;2;Huomenna luultavasti sataa;;1;Tyttö;;2;300062
1;1635351838606;27/10/2021 16:23:58;1635351838507;3;27/10/2021 19:23:58;55551;22;questionnaire-79hv;;16732816;BLIND;4948053;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1680x1050;1421x814;Openminded Chunk;Heuristic reasoning (Finnish);3;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kumpikin on yhtä todennäköistä;;3;Kummatkin sarjat ovat yhtä todennäköisiä;;3;Herra F. sai sydänkohtauksen;Herra F. on yli 55-vuotias ja on saanut sydänkohtauksen;Herra F.:llä on suuri perhe;Kumpikin on yhtä tehokas;;3;Huomenna luultavasti sataa;;1;Tyttö;;2;188780
1;1635345895094;27/10/2021 14:44:55;1635345897252;3;27/10/2021 17:44:57;55551;22;questionnaire-79hv;;16729486;BLIND;4946837;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1366x768;1366x625;Openminded Chunk;Heuristic reasoning (Finnish);3;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kumpikin on yhtä todennäköistä;;3;Kummatkin sarjat ovat yhtä todennäköisiä;;3;Herra F. on yli 55-vuotias ja on saanut sydänkohtauksen;Herra F. sai sydänkohtauksen;Herra F.:llä on suuri perhe;Kognitiivis-behavioraalista terapiaa;;2;Huomenna luultavasti sataa;;1;Tyttö;;2;190057
1;1635340713686;27/10/2021 13:18:33;1635340713502;3;27/10/2021 16:18:33;55551;22;questionnaire-79hv;;16726675;BLIND;4945017;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1280x800;997x635;Openminded Chunk;Heuristic reasoning (Finnish);3;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kumpikin on yhtä todennäköistä;;3;Kummatkin sarjat ovat yhtä todennäköisiä;;3;Herra F. sai sydänkohtauksen;Herra F. on yli 55-vuotias ja on saanut sydänkohtauksen;Herra F.:llä on suuri perhe;Kognitiivis-behavioraalista terapiaa;;2;On mahdotonta sanoa sataako huomenna vai ei;;2;Kumpikin on yhtä todennäköistä;;3;174007
1;1635330102580;27/10/2021 10:21:42;1635330102461;3;27/10/2021 13:21:42;55551;22;questionnaire-79hv;;16723448;BLIND;4943807;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.54;1280x720;1280x587;Openminded Chunk;Heuristic reasoning (Finnish);3;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kumpikin on yhtä todennäköistä;;3;Kummatkin sarjat ovat yhtä todennäköisiä;;3;Herra F. sai sydänkohtauksen;Herra F. on yli 55-vuotias ja on saanut sydänkohtauksen;Herra F.:llä on suuri perhe;Kognitiivis-behavioraalista terapiaa;;2;Huomenna luultavasti sataa;;1;Kumpikin on yhtä todennäköistä;;3;361766
1;1635176040088;25/10/2021 15:34:00;1635176039916;3;25/10/2021 18:33:59;55551;22;questionnaire-79hv;;16662140;BLIND;4922817;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 94.0.4606.54;1280x800;1167x641;Openminded Chunk;Heuristic reasoning (Finnish);3;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kumpikin on yhtä todennäköistä;;3;Kummatkin sarjat ovat yhtä todennäköisiä;;3;Herra F. sai sydänkohtauksen;Herra F. on yli 55-vuotias ja on saanut sydänkohtauksen;Herra F.:llä on suuri perhe;Kumpikin on yhtä tehokas;;3;Huomenna sataa;;3;Kumpikin on yhtä todennäköistä;;3;233532
1;1635167719426;25/10/2021 13:15:19;1635167719331;3;25/10/2021 16:15:19;55551;22;questionnaire-79hv;;16657430;BLIND;4921307;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 78.0;1920x1200;1606x1030;Openminded Chunk;Heuristic reasoning (Finnish);3;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kumpikin on yhtä todennäköistä;;3;Kummatkin sarjat ovat yhtä todennäköisiä;;3;Herra F. sai sydänkohtauksen;Herra F. on yli 55-vuotias ja on saanut sydänkohtauksen;Herra F.:llä on suuri perhe;Kumpikin on yhtä tehokas;;3;Huomenna luultavasti sataa;;1;Kumpikin on yhtä todennäköistä;;3;199812
1;1635085735260;24/10/2021 14:28:55;1635085739342;3;24/10/2021 17:28:59;55551;22;questionnaire-79hv;;16634987;BLIND;4916307;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 93.0;1366x768;1366x643;Openminded Chunk;Heuristic reasoning (Finnish);3;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kumpikin on yhtä todennäköistä;;3;Kummatkin sarjat ovat yhtä todennäköisiä;;3;Herra F. sai sydänkohtauksen;Herra F. on yli 55-vuotias ja on saanut sydänkohtauksen;Herra F.:llä on suuri perhe;Kumpikin on yhtä tehokas;;3;Huomenna luultavasti sataa;;1;Tyttö;;2;210112
1;1635008025913;23/10/2021 16:53:45;1635008035066;2;23/10/2021 18:53:55;55551;22;questionnaire-79hv;;16624887;BLIND;4914191;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1536x864;1536x722;Openminded Chunk;Heuristic reasoning (Finnish);3;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kumpikin on yhtä todennäköistä;;3;Kummatkin sarjat ovat yhtä todennäköisiä;;3;Herra F. on yli 55-vuotias ja on saanut sydänkohtauksen;Herra F. sai sydänkohtauksen;Herra F.:llä on suuri perhe;Kognitiivis-behavioraalista terapiaa;;2;Huomenna luultavasti sataa;;1;Kumpikin on yhtä todennäköistä;;3;212362
1;1634755167118;20/10/2021 18:39:27;1634755169004;3;20/10/2021 21:39:29;55551;22;questionnaire-79hv;;16548482;BLIND;4891916;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1536x864;1536x722;Openminded Chunk;Heuristic reasoning (Finnish);3;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kumpikin on yhtä todennäköistä;;3;Kummatkin sarjat ovat yhtä todennäköisiä;;3;Herra F. on yli 55-vuotias ja on saanut sydänkohtauksen;Herra F. sai sydänkohtauksen;Herra F.:llä on suuri perhe;Kumpikin on yhtä tehokas;;3;Huomenna sataa;;3;Kumpikin on yhtä todennäköistä;;3;351517
1;1634742811765;20/10/2021 15:13:31;1634742811679;3;20/10/2021 18:13:31;55551;22;questionnaire-79hv;;16541361;BLIND;4886773;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 95.0.4638.54;1920x1200;1481x944;Openminded Chunk;Heuristic reasoning (Finnish);3;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kumpikin on yhtä todennäköistä;;3;Kummatkin sarjat ovat yhtä todennäköisiä;;3;Herra F. sai sydänkohtauksen;Herra F. on yli 55-vuotias ja on saanut sydänkohtauksen;Herra F.:llä on suuri perhe;Kognitiivis-behavioraalista terapiaa;;2;Huomenna luultavasti sataa;;1;Tyttö;;2;390884
1;1634734398980;20/10/2021 12:53:18;1634734398891;3;20/10/2021 15:53:18;55551;22;questionnaire-79hv;;16535920;BLIND;4888071;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 78.0;1536x864;1536x750;Openminded Chunk;Heuristic reasoning (Finnish);3;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kumpikin on yhtä todennäköistä;;3;Kummatkin sarjat ovat yhtä todennäköisiä;;3;Herra F.:llä on suuri perhe;Herra F. on yli 55-vuotias ja on saanut sydänkohtauksen;Herra F. sai sydänkohtauksen;Kumpikin on yhtä tehokas;;3;Huomenna luultavasti sataa;;1;Kumpikin on yhtä todennäköistä;;3;359451
1;1634728688559;20/10/2021 11:18:08;1634728689563;3;20/10/2021 14:18:09;55551;22;questionnaire-79hv;;16533067;BLIND;4887607;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 93.0;1280x720;1280x595;Openminded Chunk;Heuristic reasoning (Finnish);3;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kumpikin on yhtä todennäköistä;;3;Kummatkin sarjat ovat yhtä todennäköisiä;;3;Herra F. sai sydänkohtauksen;Herra F. on yli 55-vuotias ja on saanut sydänkohtauksen;Herra F.:llä on suuri perhe;Kumpikin on yhtä tehokas;;3;Huomenna luultavasti sataa;;1;Kumpikin on yhtä todennäköistä;;3;212502
1;1634721914321;20/10/2021 09:25:14;1634721914151;3;20/10/2021 12:25:14;55551;22;questionnaire-79hv;;16529417;BLIND;4879113;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 78.0;1536x864;1536x721;Openminded Chunk;Heuristic reasoning (Finnish);3;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kumpikin on yhtä todennäköistä;;3;Kummatkin sarjat ovat yhtä todennäköisiä;;3;Herra F. sai sydänkohtauksen;Herra F. on yli 55-vuotias ja on saanut sydänkohtauksen;Herra F.:llä on suuri perhe;Kognitiivis-behavioraalista terapiaa;;2;Huomenna luultavasti sataa;;1;Tyttö;;2;408321
1;1634720658923;20/10/2021 09:04:18;1634720658744;3;20/10/2021 12:04:18;55551;22;questionnaire-79hv;;16528843;BLIND;4886824;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1536x864;1536x722;Openminded Chunk;Heuristic reasoning (Finnish);3;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kumpikin on yhtä todennäköistä;;3;Kummatkin sarjat ovat yhtä todennäköisiä;;3;Herra F. on yli 55-vuotias ja on saanut sydänkohtauksen;Herra F. sai sydänkohtauksen;Herra F.:llä on suuri perhe;Kumpikin on yhtä tehokas;;3;Huomenna luultavasti sataa;;1;Kumpikin on yhtä todennäköistä;;3;223542
1;1634718223018;20/10/2021 08:23:43;1634718222924;3;20/10/2021 11:23:42;55551;22;questionnaire-79hv;;16527452;BLIND;4886771;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 91.0;2560x1440;2093x911;Reasoning Chunk;Heuristic reasoning (Finnish);3;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;;No;Kumpikin on yhtä todennäköistä;;3;Kummatkin sarjat ovat yhtä todennäköisiä;;3;Herra F. sai sydänkohtauksen;Herra F. on yli 55-vuotias ja on saanut sydänkohtauksen;Herra F.:llä on suuri perhe;Kognitiivis-behavioraalista terapiaa;;2;Huomenna luultavasti sataa;;1;Tyttö;;2;217447
1;1634717388868;20/10/2021 08:09:48;1634717388744;3;20/10/2021 11:09:48;55551;22;questionnaire-79hv;;16527013;BLIND;4886552;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.81;1280x720;1280x520;Openminded Chunk;Heuristic reasoning (Finnish);3;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kumpikin on yhtä todennäköistä;;3;Kummatkin sarjat ovat yhtä todennäköisiä;;3;Herra F. sai sydänkohtauksen;Herra F.:llä on suuri perhe;Herra F. on yli 55-vuotias ja on saanut sydänkohtauksen;Kognitiivis-behavioraalista terapiaa;;2;Huomenna luultavasti sataa;;1;Kumpikin on yhtä todennäköistä;;3;335035
1;1634715349001;20/10/2021 07:35:49;1634715348888;3;20/10/2021 10:35:48;55551;22;questionnaire-79hv;;16526247;BLIND;4886650;;live;;;computer;Desktop or Laptop;Windows 10;Edge 94.0.992.50;2560x1440;1696x1265;Science Chunk;Heuristic reasoning (Finnish);3;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;;;No;Kuudes lapsi on poika;;2;THHTHT;;1;Herra F. on yli 55-vuotias ja on saanut sydänkohtauksen;Herra F. sai sydänkohtauksen;Herra F.:llä on suuri perhe;Lääkehoitoa;;1;Huomenna luultavasti sataa;;1;Poika;;1;14003
1;1634635951322;19/10/2021 09:32:31;1634635951239;3;19/10/2021 12:32:31;55551;22;questionnaire-79hv;;16491067;BLIND;4877584;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 94.0.992.50;1920x1200;1260x780;Openminded Chunk;Heuristic reasoning (Finnish);3;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kumpikin on yhtä todennäköistä;;3;Kummatkin sarjat ovat yhtä todennäköisiä;;3;Herra F. on yli 55-vuotias ja on saanut sydänkohtauksen;Herra F. sai sydänkohtauksen;Herra F.:llä on suuri perhe;Lääkehoitoa;;1;Huomenna luultavasti sataa;;1;Tyttö;;2;188573
1;1634045967129;12/10/2021 13:39:27;1634045966994;3;12/10/2021 16:39:26;55551;22;questionnaire-79hv;;16328448;BLIND;4831981;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.71;1280x720;1253x580;Openminded Chunk;Heuristic reasoning (Finnish);3;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kumpikin on yhtä todennäköistä;;3;Kummatkin sarjat ovat yhtä todennäköisiä;;3;Herra F. on yli 55-vuotias ja on saanut sydänkohtauksen;Herra F. sai sydänkohtauksen;Herra F.:llä on suuri perhe;Kumpikin on yhtä tehokas;;3;Huomenna luultavasti sataa;;1;Tyttö;;2;154767
1;1634044501715;12/10/2021 13:15:01;1634044501612;3;12/10/2021 16:15:01;55551;22;questionnaire-79hv;;16327351;BLIND;4831351;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 94.0.4606.71;1440x900;1440x733;Openminded Chunk;Heuristic reasoning (Finnish);3;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kumpikin on yhtä todennäköistä;;3;Kummatkin sarjat ovat yhtä todennäköisiä;;3;Herra F. on yli 55-vuotias ja on saanut sydänkohtauksen;Herra F. sai sydänkohtauksen;Herra F.:llä on suuri perhe;Kognitiivis-behavioraalista terapiaa;;2;Huomenna luultavasti sataa;;1;Tyttö;;2;202627
1;1632750864501;27/09/2021 13:54:24;1632750864175;3;27/09/2021 16:54:24;55551;22;questionnaire-79hv;;16022866;BLIND;4733678;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 94.0.4606.54;1920x1080;976x809;Openminded Chunk;Heuristic reasoning (Finnish);3;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kuudes lapsi on tyttö;;1;HTHTHT;;2;Herra F. sai sydänkohtauksen;Herra F.:llä on suuri perhe;Herra F. on yli 55-vuotias ja on saanut sydänkohtauksen;Kognitiivis-behavioraalista terapiaa;;2;On mahdotonta sanoa sataako huomenna vai ei;;2;Poika;;1;8205
1;1638362429547;01/12/2021 12:40:29;1638362427702;2;01/12/2021 14:40:27;55551;22;questionnaire-79hv;;17620071;BLIND;5202064;;complete;;;computer;Desktop or Laptop;Windows 7;Chrome 96.0.4664.45;1280x1024;1280x881;Openminded Chunk;Heuristic reasoning (Finnish);3;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Kumpikin on yhtä todennäköistä;;3;Kummatkin sarjat ovat yhtä todennäköisiä;;3;Herra F.:llä on suuri perhe;Herra F. sai sydänkohtauksen;Herra F. on yli 55-vuotias ja on saanut sydänkohtauksen;Kognitiivis-behavioraalista terapiaa;;2;Huomenna luultavasti sataa;;1;Tyttö;;2;102441
