Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Randomise questionnaire elements?;rp-1;rp-1-text;rp-1-quantised;rp-2-1;rp-2-2;rp-2-3;rp-2-4;rp-2-5;rp-2-6;rp-2-7;rp-2-8;rp-2-text;rp-2-other;rp-3;rp-3-text;rp-3-quantised;rp-4;rp-4-text;rp-4-quantised;END QUESTIONNAIRE
1;1644695334067;12/02/2022 19:48:54;1644695334431;2;12/02/2022 21:48:54;55551;25;questionnaire-otb8;;19402626;BLIND;5758326;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 97.0;1184x666;1184x570;Openminded Chunk;Randomness and probability (Finnish);6;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Sairaalassa B (jossa syntyy 10 lasta päivässä).;;2;Pyydys 1;;;;;;;Pyydys 8;;;"Kanava 1; 2 tai 3";;4;"Ruudukot A; B ja C";;5;322417
1;1644711618434;13/02/2022 00:20:18;1644711618230;2;13/02/2022 02:20:18;55551;25;questionnaire-otb8;;19404430;BLIND;5758833;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 97.0.4692.99;1440x900;1440x821;Reasoning Chunk;Randomness and probability (Finnish);6;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;;No;Tämä on yhtä todennäköistä kummassakin sairaalassa.;;3;Pyydys 1;Pyydys 2;Pyydys 3;Pyydys 4;Pyydys 5;Pyydys 6;Pyydys 7;Pyydys 8;;;"Kanava 1; 2 tai 3";;4;"Ruudukot A; B ja C";;5;229909
1;1644857876540;14/02/2022 16:57:56;1644857876434;2;14/02/2022 18:57:56;55551;25;questionnaire-otb8;;19435888;BLIND;5767733;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Chrome 97.0.4692.99;1440x900;1292x731;Openminded Chunk;Randomness and probability (Finnish);6;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Sairaalassa B (jossa syntyy 10 lasta päivässä).;;2;Pyydys 1;Pyydys 2;;;;;;;;;"Kanava 1; 2 tai 3";;4;"Ruudukot A; B ja C";;5;136281
1;1644928613125;15/02/2022 12:36:53;1644928613000;2;15/02/2022 14:36:53;55551;25;questionnaire-otb8;;19457460;BLIND;5774889;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.82;1920x1080;1920x937;Openminded Chunk;Randomness and probability (Finnish);6;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Tämä on yhtä todennäköistä kummassakin sairaalassa.;;3;Pyydys 1;Pyydys 2;;;;;;;;;"Kanava 1; 2 tai 3";;4;"Ruudukot A; B ja C";;5;100344
1;1645046079031;16/02/2022 21:14:39;1645046078514;2;16/02/2022 23:14:38;55551;25;questionnaire-otb8;;19515041;BLIND;5791357;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.82;1280x720;1280x569;Openminded Chunk;Randomness and probability (Finnish);6;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Tämä on yhtä todennäköistä kummassakin sairaalassa.;;3;;;;;Pyydys 5;Pyydys 6;Pyydys 7;Pyydys 8;;;"Kanava 1; 2 tai 3";;4;"Ruudukot A; B ja C";;5;398755
1;1645115818269;17/02/2022 16:36:58;1645115817962;2;17/02/2022 18:36:57;55551;25;questionnaire-otb8;;19542971;BLIND;5798816;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.102;1680x1050;1680x939;Openminded Chunk;Randomness and probability (Finnish);6;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Sairaalassa B (jossa syntyy 10 lasta päivässä).;;2;Pyydys 1;;;Pyydys 4;;Pyydys 6;Pyydys 7;;;;"Kanava 1; 2 tai 3";;4;"Ruudukot A; B ja C";;5;154284
1;1645173855977;18/02/2022 08:44:15;1645173855884;2;18/02/2022 10:44:15;55551;25;questionnaire-otb8;;19561190;BLIND;5805972;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.82;1536x864;1536x722;Openminded Chunk;Randomness and probability (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Tämä on yhtä todennäköistä kummassakin sairaalassa.;;3;Pyydys 1;Pyydys 2;;;;;;;;;"Kanava 1; 2 tai 3";;4;"Ruudukot A; B ja C";;5;131664
1;1645189646418;18/02/2022 13:07:26;1645189645254;2;18/02/2022 15:07:25;55551;25;questionnaire-otb8;;19568351;BLIND;5808176;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.102;1536x864;1536x722;Reasoning Chunk;Randomness and probability (Finnish);6;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;;No;Tämä on yhtä todennäköistä kummassakin sairaalassa.;;3;Pyydys 1;Pyydys 2;;;;;;;;;"Kanava 1; 2 tai 3";;4;"Ruudukot A; B ja C";;5;111523
1;1645250873960;19/02/2022 06:07:53;1645250873025;2;19/02/2022 08:07:53;55551;25;questionnaire-otb8;;19595592;BLIND;5818084;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 98.0.1108.56;1366x768;1366x617;Openminded Chunk;Randomness and probability (Finnish);6;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Sairaalassa B (jossa syntyy 10 lasta päivässä).;;2;;;;;;Pyydys 6;;;;;"Kanava 1; 2 tai 3";;4;"Ruudukot A; B ja C";;5;231928
1;1645345266513;20/02/2022 08:21:06;1645345268109;2;20/02/2022 10:21:08;55551;25;questionnaire-otb8;;19613062;BLIND;5822974;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.102;1536x864;1536x722;Decision Chunk;Randomness and probability (Finnish);6;EFDGCHBIAJNKML;Decision Chunk;;;;No;;;;;;;;;;;;;;;;;;;;
1;1645433814851;21/02/2022 08:56:54;1645433814677;2;21/02/2022 10:56:54;55551;25;questionnaire-otb8;;19633211;BLIND;5828423;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.102;1920x1080;1569x849;Reasoning Chunk;Randomness and probability (Finnish);6;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;;No;Tämä on yhtä todennäköistä kummassakin sairaalassa.;;3;Pyydys 1;Pyydys 2;;;;;;;;;"Kanava 1; 2 tai 3";;4;"Ruudukot A; B ja C";;5;190782
1;1645496394897;22/02/2022 02:19:54;1645496394696;2;22/02/2022 04:19:54;55551;25;questionnaire-otb8;;19668527;BLIND;5842153;;complete;;;computer;Desktop or Laptop;Windows 8.1;Edge 98.0.1108.43;1920x1200;742x481;Openminded Chunk;Randomness and probability (Finnish);6;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Tämä on yhtä todennäköistä kummassakin sairaalassa.;;3;;;;;Pyydys 5;;;Pyydys 8;;;"Kanava 1; 2 tai 3";;4;Ruudukko C;;3;155882
1;1645525723797;22/02/2022 10:28:43;1645525723636;2;22/02/2022 12:28:43;55551;25;questionnaire-otb8;;19673870;BLIND;5844536;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.0;1920x1080;1292x823;Science Chunk;Randomness and probability (Finnish);6;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;;;No;Sairaalassa A (jossa syntyy 50 lasta päivässä).;;1;Pyydys 1;Pyydys 2;;;;;;;;;"Kanava 1; 2 tai 3";;4;Ruudukko C;;3;189093
1;1645530323314;22/02/2022 11:45:23;1645530322477;2;22/02/2022 13:45:22;55551;25;questionnaire-otb8;;19676236;BLIND;5845513;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 98.0.1108.56;1280x720;1280x578;Openminded Chunk;Randomness and probability (Finnish);6;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Sairaalassa B (jossa syntyy 10 lasta päivässä).;;2;Pyydys 1;Pyydys 2;;;;;;;;;"Kanava 1; 2 tai 3";;4;"Ruudukot A; B ja C";;5;218102
1;1645548236941;22/02/2022 16:43:56;1645548236774;2;22/02/2022 18:43:56;55551;25;questionnaire-otb8;;19689947;BLIND;5849414;;complete;;;computer;Desktop or Laptop;Windows 8.1;Chrome 97.0.4692.99;1366x768;1227x582;Openminded Chunk;Randomness and probability (Finnish);6;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Tämä on yhtä todennäköistä kummassakin sairaalassa.;;3;Pyydys 1;Pyydys 2;;;;;;;;;"Kanava 1; 2 tai 3";;4;"Ruudukot A; B ja C";;5;413452
1;1645691578776;24/02/2022 08:32:58;1645691578676;2;24/02/2022 10:32:58;55551;25;questionnaire-otb8;;19752720;BLIND;5867681;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Chrome 98.0.4758.80;1920x1080;1561x945;Openminded Chunk;Randomness and probability (Finnish);6;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Tämä on yhtä todennäköistä kummassakin sairaalassa.;;3;Pyydys 1;Pyydys 2;Pyydys 3;Pyydys 4;Pyydys 5;Pyydys 6;Pyydys 7;Pyydys 8;;;"Kanava 1; 2 tai 3";;4;"Ruudukot A; B ja C";;5;124898
1;1645783940976;25/02/2022 10:12:20;1645783940895;2;25/02/2022 12:12:20;55551;25;questionnaire-otb8;;19809093;BLIND;5879081;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 98.0.4758.102;2560x1440;2560x1220;Openminded Chunk;Randomness and probability (Finnish);6;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Sairaalassa B (jossa syntyy 10 lasta päivässä).;;2;;;;;Pyydys 5;Pyydys 6;Pyydys 7;Pyydys 8;;;"Kanava 1; 2 tai 3";;4;"Ruudukot A; B ja C";;5;172341
1;1645822494220;25/02/2022 20:54:54;1645822494679;2;25/02/2022 22:54:54;55551;25;questionnaire-otb8;;19848397;BLIND;5885149;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.102;1280x720;1280x609;Openminded Chunk;Randomness and probability (Finnish);6;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Sairaalassa B (jossa syntyy 10 lasta päivässä).;;2;Pyydys 1;Pyydys 2;;;;;;;;;"Kanava 1; 2 tai 3";;4;"Ruudukot A; B ja C";;5;159718
1;1645961258285;27/02/2022 11:27:38;1645961620963;2;27/02/2022 13:33:40;55551;25;questionnaire-otb8;;19872674;BLIND;5891043;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 98.0.4758.102;1920x1080;1382x773;Openminded Chunk;Randomness and probability (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Tämä on yhtä todennäköistä kummassakin sairaalassa.;;3;Pyydys 1;Pyydys 2;;;;;;;;;"Kanava 1; 2 tai 3";;4;"Ruudukot A; B ja C";;5;128416
1;1645996629399;27/02/2022 21:17:09;1645996628694;2;27/02/2022 23:17:08;55551;25;questionnaire-otb8;;19880897;BLIND;5893310;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 98.0.1108.56;1536x864;1536x754;Openminded Chunk;Randomness and probability (Finnish);6;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Tämä on yhtä todennäköistä kummassakin sairaalassa.;;3;Pyydys 1;Pyydys 2;;;;;;;;;"Kanava 1; 2 tai 3";;4;Ruudukot A ja C;;4;327174
1;1646051664436;28/02/2022 12:34:24;1646051664337;2;28/02/2022 14:34:24;55551;25;questionnaire-otb8;;19893220;BLIND;5896498;;complete;;;computer;Desktop or Laptop;Mac OS 10.10.5;Chrome 87.0.4280.88;1440x900;1371x797;Openminded Chunk;Randomness and probability (Finnish);6;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Tämä on yhtä todennäköistä kummassakin sairaalassa.;;3;Pyydys 1;Pyydys 2;Pyydys 3;Pyydys 4;Pyydys 5;Pyydys 6;Pyydys 7;Pyydys 8;;;"Kanava 1; 2 tai 3";;4;"Ruudukot A; B ja C";;5;182909
END OF FILE
